PC,n,data_min,data_max,IQR,std,FD_width,FD_bins,Scott_width,Scott_bins,Sturges_bins,recommended_rule,recommended_bins,recommended_width
PC1,888,-8.543396924893008,18.17016149826264,9.98427037331792,5.993284361973437,2.0775046613674673,13,2.1823711231124294,13,11,FD,13,2.0548891094735113
PC2,888,-3.5988169588518835,10.494898071996976,1.6304854293962938,1.6652074801869847,0.33926776351278576,42,0.606362137897003,24,11,FD,42,0.3355646435916395
PC3,888,-4.596002180477735,4.879841488311249,0.9287568574864833,0.9990251095248939,0.19325365084879703,50,0.36378109540817144,27,11,FD,50,0.1895168733757797
PC4,888,-3.740316145501607,4.708639509524488,0.6758217666163813,0.8556877326099984,0.14062348252820314,61,0.311586783683782,28,11,FD,61,0.13850746975452616
PC5,888,-3.340301022462941,3.3619520914303584,0.6435081580014925,0.6405301129780718,0.13389973907846256,51,0.23324012972196123,29,11,FD,51,0.13141672772339802
PC6,888,-2.5543863982827744,2.817616599998291,0.5443529406360872,0.5736964094914097,0.11326774309145096,48,0.2089035663735932,26,11,FD,48,0.11191672913085553
PC7,888,-1.8494151176085856,3.1338462640013933,0.39918559243083623,0.42980147201489793,0.0830616457705366,60,0.1565062267273554,32,11,FD,60,0.08305435636016631
PC8,888,-1.3878289681573002,1.8663955080125647,0.39248140055296804,0.3722123958543804,0.08166665251051888,40,0.13553596581050936,25,11,FD,40,0.08135561190424663
PC9,888,-1.607786468346844,2.0694011166821427,0.32180789036784374,0.3125718606047045,0.06696106648821198,55,0.11381869460580987,33,11,FD,55,0.06685795609143612
